	label	tweet
206	0	 tough day in sun  Costa Teguise Lanzarote 
207	0	if exclude BF3 maps from the poll I am going to RIOT I really want Seine Crossing back loudly_crying_face loudly_crying_faceI would pay for it
208	1	I love 14 hour shifts  weary_faceweary_faceweary_face
209	1	The whole thing is hanging in there with Women from the right  A cat fight now  imagine pulling that on the left 
210	1	Yea yea thats logical
211	0	Over on CBS at noon is FOX has after the 
212	1	So Aaron sorkin goes on  to talk about not liking the media talking about Sony hack Using media to bitch about media
213	0	you have no argument because youre insane
214	1	Remember the only way ppl listen is if you burn down their stores
215	0	My fingers smell like lavashak 
216	0	Juncker receives birthday surprise One million signatures opposing TTIP and CETA 
217	0	Forever  Forever in 
218	1	Last day in Naples with my Emma girl palm_treeblack_sun_with_rays 
219	1	Say no more  
220	0	anytime Cash is acceptable every where And can be used toward whatever they wantneed
221	1	Nah its better we all act like the North Korean govt and police peoples private thoughts
222	0	my 7yearold got it for me I think Macys 
223	1	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday
224	1	Todays court proceedings allowing prisoners access to books in England  Wales surely confirms its time to limit judicial review
225	1	Yay I love being awake at 5 in the morning grinning_facepistol
226	0	Off to a slow start this morning  weary_face
227	1	getting power from wind is so outdated and unsightly we should be siphoning it directly from the sun by now
228	1	Really looked forward to waking up this early for finals
229	1	Oh how I love listening to Fox News in the background while opening presents
230	1	Those bad Anonymous and Occupy people did it all because they support white supremacy
231	1	Well thats a completely well reasoned and thought out argument Youve changed my mind 
232	0	Yeah no Im still laughing Its not even that funny and Im still laughing
233	0	gotta be a joke about tootin a Horn somewhere
234	0	Gotta go out with him and the thirdforthfifthwheels 
235	1	Cc My last tweet Waynes World is a great movie
236	0	zero place for that when the karma train finds Raiola I hope it has a full head of steam
237	0	Earn cash by Posting  Tweeting  Get started at  
238	1	Oracle on Windows 2000 This should be fun
239	1	last day of classes except finals whoop
240	0	YOU blame him for everything else 
241	1	With dropping oil prices thank goodness has worked so hard trying to tie our economy to the oil  gas sector  
242	0	when singing along to songs in Korean and there is a part in English I sing it with a Korean accent WHY
243	0	save your work folks im offically cntrlaltdeleting this week
244	1	Im glad Andy can tweet all day but not text me back  
245	1	 When some masseuses offer soothing massages the way reviewers offer stinging criticisms 
246	0	shows you that APC is a free and fair partyby intellectualsthis is what we call democracy dictatorship
247	0	How dare you accuse me of being a boomer
248	0	Hungry and hungover   
249	0	Oi na how am I functioning right now 
250	0	I literally do not know
251	1	What does PTI do apart from whining  
252	1	True  
253	1	tells someone to spell correctly while completely fucking up his tweet
254	1	My solo costume so far is Charcoal Grey Bottoms making some real progress
255	1	Pay Ghost Soldiers in Iraq  cut pay of US  
256	1	but then it started itself and made the Windows noise So starts this exciting day of mine
257	0	me and you are the only ones that love it smiling_face_with_open_mouth_and_tightlyclosed_eyesfather_christmasparty_poppermultiple_musical_notes
258	0	In need of a rose wineewine_glasswine_glass
259	1	Yesterday was a top tag and today the only thing twitter nation seems to be concerned about is 
260	0	My whole life is just oh ok
261	0	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby
262	0	 just 
263	1	I can already tell today is going to be a wonderful day
264	1	Junior got a rim shot for a rim job joke
265	0	Found out the reason that weekend closer makes my life miserable is because Im atheist 
266	1	Staying  
267	0	so so problematic God bless her Its a shame whatve we done to pakistan 
268	1	trending I wasnt aware JK Rowling released her new book
269	1	Too Sad LOCAL NOW
270	1	wtf thanks for saying bye
271	1	Ahh gotta love those December electric bills
272	1	 dead Why is this stupidest of memes still perpetuated
273	1	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty
274	1	Great Ive got a lung infection This is fun   
275	1	Jeez its a lovely morning out dash_symboldropletsplashing_sweat_symbol thumbs_down_sign  
276	0	I need a spot for my birthday
277	0	I dont think I know
278	1	I love when people leave their smelly shoes in my car It makes my car smell great
279	1	whats the rush His leg is still attached right  
280	1	50 mph winds make a great hair fan for a photo shoot smiling_face_with_open_mouth
281	1	Gotta love working the day after Christmas  
282	1	Is I have to gomy gelding is struggling with dystocia a valid excuseI just want to see the lack of reaction 
283	1	I love the concept of harassing and spamming porn at any critics as proof that youre not a hate group
284	1	The thing I love the most about coming into work early Having everyone ask me why Im here so early Gets me every time  
285	1	Thanks for nothing All my family were flying with you from KL to attend my wedding  
286	0	didnt know that before putting him thereall reck our countryclans do not deserve another day even months
287	0	could do with someone making me a hot chocolate right now ahaha
288	0	me at restaurants Is there wifime at beach Is there wifime at family parties Is there wifime in hell Is there wifi 
289	1	Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers  seenoevil_monkey
290	0	Dont and either   
291	1	Really Unbelievable U mean he was a Thug  Criminal
292	0	Always gonna be an uphill battle sometimes Im gonna have to lose
293	1	Today I dont feel like doing anything
294	0	 In light of the of two NYPD Officers inspired by should 
295	0	he def came out the closet on that AND 1 dunk 
296	1	People at my school only talk about sex and drugs So awesome
297	1	Perfect time to get really sick  tired_faceface_with_medical_mask
298	1	funny
299	0	The things   the to 
300	1	Bush fully informed of CIA methods  No Really Shocking
301	0	Your Jedi mind tricks dont work on me service guy Glad I dropped the car off for the oil change instead of Av
302	1	I often worry that wealth doesnt  have enough influence in society so pleased to see this being addressed  
303	0	women say 1 man asltd them y so long 2 say sumtin  the young 1s where the parents Hotel wit grn ass man Smh
304	0	Some new vinyl on the turntable tonight Heres to you Joe 
305	1	who you calling bottle job Ill take teeth Yeah Im game mate at training tonight too Ill remember your hat
306	0	To all those who held back in start again in as Its never too late to start 
307	1	im so funny
308	0	Song of the Day Love Like Winter  A Fire Inside
309	1	Thank you OCC for being concerned enough about my safety driving to school to cancel classes
310	1	Oh sprints I love you  
311	0	it is finnished  in Jax 
312	1	Heading to my nanas place its going to be so fun
313	1	Big thanks to my teachers for the FOUR tests I have to take tomorrow 
314	1	Last semester I dropped a class because I had to write a 7pg paper This semester Ive had to write 5 of them
315	0	its my workhorse practically glued to my hand 
316	1	Prevents blood clots More like stops blood circulation  
317	0	Bet that was in the Sunderland end
318	1	Thanks Mother nature You didnt give us as snow day and now my twitter is filled with people complaining
319	1	You know its going to be a great day when youre Garmin resets itself and you spill some cinnamon down yourself  
320	0	they are all written out in a gold gel pen waiting I hate how are relationship consists of twitter messaging  
321	0	You need to its an experience to say the least
322	0	Johny UR cracking me up on Facebook chatting up my mate smiling_face_with_open_mouth_and_tightlyclosed_eyessmiling_face_with_open_mouth_and_tightlyclosed_eyessmiling_face_with_open_mouth_and_tightlyclosed_eyes
323	1	Weeeeee You too I love that xbox live and playstation network are down due to hackers on Christmas
324	1	BIDU up 2 Officially announced Uber stake BIDU has market cap of 786 billion Uber should top that in next VC round right
325	0	Check this out so 
326	1	I just love not being able to sleep  
327	1	So PSN and Xbox Live are both down on a day many people get new video gamesNorth Korean hack tired_face
328	1	Tried to cut and paste a tweet from SA Mining where they got GO Green Consulting  its in my timeline
329	1	I seriously loveeeee how much you care
330	1	You know whats awesome When all your gear sliders dolly monitor etc gets delivered  the end of filming  
331	0	dayumm chtis brown is ma maaayuunface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy 
332	0	Now Tomorrow productivity at work would be hampered 
333	0	Stay faithful or stay single
334	1	Absolutely love waking up to snow
335	0	I believe we have n thats y we SUCK
336	0	4 Yes was the reply These are public dollars being used Whats with this lack of transparency around Union Pearson Express 
337	1	the Jets have pick 6 in the 2015 draft the irony blows my mind  
338	1	Like I need to be reminded of BP Cup competition dates
339	0	Awesome And well deserved
340	1	YES Vote for SATAN in 2016
341	0	MORON no one has ever said a ball is square 
342	0	Your friends will bring you down because they fucked up what they had males  females  me fool 
343	0	Thats quite an interesting number coz I managed to read only 17 but i will surely make it in 
344	1	and we know abt the goal that never crossed the line  
345	1	isnt it obvious case and cases are 2 different things You cannot corelate both thngs to 1 sentence
346	1	Aw thanks mother nature Merry Christmas to you too
347	1	What an eventful day  victory_hand?
348	0	Day 4 joyous day speaks for itself home
349	0	No it isnt WRs are dime a dozen and completely replaceable Which is why the Packers wont overspend to retain him
350	0	Japans  the he wanted Japans Prime Minister Shinzo 
351	1	I got tampons  
352	1	For those who CAN hear us talks about NB Powers record number of outages 713  
353	0	would be nice right now if it were only trueCall 2 burn money 4 
354	0	You truly are my son
355	1	I just love 160 question tests in the morning
356	0	At    onlyforeating 
357	1	Wont our national hockey expert at 24 Sussex Drive join you
358	0	This is what  looks like right 
359	0	Has shown up to speak with family yet
360	1	Lets all do only squats and deadlifts until we hurt ourselves really really good trainers 
361	0	 
362	0	First photos of the Infiniti Vision GT concept emerge 
363	0	Racism is pooled in liberal Democrats Democrats must foment racism and division to maintain control Divide and conquer
364	1	So this Topless Feminist was just looking for someone to love
365	1	i feel bad for the American people now we should invade their country in kill their children so we can save them
366	1	Im such a good friend  
367	1	Wow that is just so funny
368	1	Just flossed and then ate right after 
369	0	No reasons given Some waited expecting a call but only found they were not chosen from media announcement
370	0	ill see if I can winking_face
371	0	Sysdig Cloud  The Fascinating World of Linux System Calls  reminds me of my Solaris dtrace days in early 2000s 
372	0	I really need to get my nails and eyebrows done tomorrow grinning_face_with_smiling_eyes been slacking on that  nail_polishface_with_no_good_gestureinformation_desk_person
373	0	One of those obvious when you see it but oh so clever ideas Glad you approved
374	0	replurks acatholicprayer Lord Jesus Christ Son of God have mercy on me a sinner 
375	1	I bet its warmer in Nova Scotia today   
376	1	BBC News  New Forest road safety campaign donkey killed by car 
377	0	Suppose I best move my arse to the Anything to put off wrapping presents confused_facewrapped_present 
378	0	Thanks for the AWESOME support on our page Much appreciated  
379	0	I adapted the Snoopy comic for academic paper submission P Reviewer 2 is the stuff of nightmares 
380	1	Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket  I never ask
381	0	Happy new year to meeeee 
382	0	Georgias nativity play in the morning too
383	1	Sanjay Dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it
384	0	Whos eating everything on the table for Noche buena happy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_handhappy_person_raising_one_hand
385	0	Lets get another big win VOLS bball and keep it going
386	0	You can spit on a rose but its still a rose     
387	1	if you dont want to upgrade your iOS or keep many pictures yeah its great
388	0	ALERT PLEASE CHANGE THIS ITS  ME Relentlezz   Who I Be  Tune In 
389	1	Half the world is starving the other half is struggling to lose weight  
390	0	I liked  Dont regret anything that made you smile Ha ha
391	0	dats how u kno its winter 
392	1	I like creepy guys that ask me random questions at swic
393	1	Someone stop Obama USA only should have relations with human rights loving nations like Saudi Arabia Not terrorist Cuba 
394	0	Watch father and not his daughter FUCK  
395	1	No voting somebody in because theyre from Latvia is way more important than voting for the best players
396	1	Marvin Lewis clearly thinks very highly of Johnny Football  
397	1	Finals Week is draining my body so much that its ruining my life in other places Lovely
398	1	About to write my math final really excited  
399	0	just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours   
400	1	Dragging her feet smacking her lipsand scowling at the empty street while screaming into the phonesuch gracewhite_frowning_face
401	0	I have to say that Misty with Johnny Mathis is one of my favourites 
402	1	the only scary Bollywood film Ive watched is Bhootnaath
403	0	Read at  the news  
404	1	Love working hard trying to fix other peoples fuck ups
405	1	Went neck deep in a swamp today so that was fun  
406	0	And thats a wrap for 2014 shows kiddies Ending in the Berkshires 
407	0	Gonna need KState to play a little better but loving seeing this team in action with beckthies 
408	0	 Four girls a lot of drinks and a few straponthat
409	1	Nothing like waiting at an airport 
410	1	I love my customers 
411	1	better bust out my aluminum hat  
412	0	just one of those nights pensive_face
413	1	why university always helping
414	1	That one time I didnt feel in over my head
415	1	We must be tolerant and embrace the peaceful Islamic faith Muslims are our peaceful brothers
416	1	Today Ill lecture on CRM investments  shareholder value  So excited   smirking_face Im sleepy sleeping_face
417	1	cant wait for the 330 hour drive back home    
418	1	Left my lunch at home Swansea canteen outdoing themselves with this generous and well priced portion of food  
419	1	Oh that sounds like a great plan  
420	1	Double standards are always a fun thing
421	0	It  been wwwmonstermmorpg com since parados by 
422	0	Maybe 2 different proposals The girl is wearing different shoes and the guy is wearing a different coat 
423	1	So far today I burned my tongue on my coffee Saw a dead guy on the freeway and chipped the windshield in the truck 
424	0	Ceeeeebz work allow dat ting fam
425	0	Had no sleep and have got school now  happypouting_face
426	1	love love love how the left side of my face is swollen  pouting_faceloudly_crying_face
427	1	nice to see you admit your errors   slightly different from your earlier stats for 2014 
428	0	there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker
429	1	the good old days
430	0	Mirror mirror on the wall when will I find happiness
431	1	Thats always a great way to boost selfesteem
432	0	Im pretty sure I have a snowman problem
433	1	Watching my grandparents and my parents pay all these bills really excites me for the future ___
434	1	Yeah nice hair babes  face_with_tears_of_joyface_with_tears_of_joy  
435	0	Didnt Carolina beat Tampa Bay the picks sheet has TB winning
436	0	I guess not Stop insulting me
437	0	Tripped over my own feet three times in the hall 
438	1	I feel like crap today So instead of Redbull Im drinking something healthy  
439	1	About to fuck up this Media exam  
440	0	participating in the 4th forum forprofit 
441	0	whoever runs Yeovil Town FC twitter account should be fired their starting line up looks like a mxit fantasy league team
442	1	A teen named Bud Weisser was arrested by cops for breaking into a St Louis party store
443	1	At the same length we should not forget about the fundamental communal sanghi Hindu fanatic RSS in our backyard
444	1	Electricity generated in Kashmir can illuminate whole India PM but its only not illuminating 
445	1	A British world champion in one of the most demanding  popular sports on earth Yeah of course Im being sarcastic
446	1	at least Ive got spine cause I can feel the pain in my back 
447	1	pouring rain and i am singing the most wonderful time of the year as i walk to the office
448	1	hahahaha Best Asian Style went to the group of pretty boys ALL wearing blacks suits with a tiebow HOW STYLISH  
449	1	Why is paper so sharp Someone should put a ban on paper  
450	0	Jonah hill is funnykevin hartwill smithjim carrey Sacha Baron Cohen
451	0	 Thursday the Arizona Court of Appeals ordered a lower 
452	1	I doubt this week could get any better
453	0	Damned if you do   via 
454	0	I should get out of bed now lol
455	0	Some are really loving the criticism on Zoella Let it rest please I wonder what you would do for some £££
456	0	Ill bring it to work The hoops one is a hit 
457	1	transfer fund of £250000 is given to  Nottingham Forest a team with a transfer embargo
458	1	Galliani already jumping into the changing room likely discovered what Seedorf told him all along  same thing Pippo is saying now
459	0	Hey Alex thanks for the support My FB page is   and success to you
460	1	people speaking of law to protesters who are fighting for justice themselves  
461	1	Ohh he can climb a rope Just like every other commando Super talented  
462	1	probably going to fail tomorrow yayy  One Direction
463	1	feeding your own flesh and bloodmaking an alley way smell terrible  same same  
464	0	Is sleeping medication like Ambien any better for you RT This is what alcohol does to your sleep 
465	0	Einstein would be amused about Strider jumping around in time
466	1	love is bliss
467	0	Last day in   PK Riga Hotel 
468	1	Well my mornings going very nicelysmiling_face_with_smiling_eyes
469	1	Sad I dont have a Christmas jumper thanks for your super fast delivery thumbs_up_sign
470	1	I love waking up at 4am everyday and then running 5 miles favorite part of the Army 
471	0	  via 
472	0	A deal was negotiated between  GTAA That deal was is hidden  built into the pricing of tix Why all the secrecy 
473	1	yup it must be good to be ivy league Educated because it does alot of good
